id,ast,blk,dreb,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,ft_pct,fta,ftm,game_id,game_date,home_team_id,home_team_score,visitor_team_id,visitor_team_score,min,oreb,pf,player_id,player_first_name,player_last_name,pts,reb,stl,team_id,team_abbreviation,turnover
14056746,4,2,6,0.5,2,1,0.7777778,9,7,0.75,4,3,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,27,1,4,17896024,Herbert,Jones,18,7,1,19,NOP,1
14056747,5,0,2,0.25,4,1,0.25,4,1,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,25,0,2,38017677,Dyson,Daniels,3,2,1,19,NOP,0
14056748,3,0,0,0.33333334,3,1,0.4,5,2,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,15,0,0,17896097,Jose,Alvarado,5,0,0,19,NOP,2
14056749,2,0,4,0.4,5,2,0.27272728,11,3,1.0,1,1,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,29,1,2,56677837,Jordan,Hawkins,9,5,0,19,NOP,1
14056750,2,0,0,0.5,2,1,0.33333334,3,1,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,06,0,1,3547260,Kira,Lewis Jr.,3,0,1,19,NOP,0
14056760,0,0,4,0.5,6,3,0.44444445,9,4,0.8333333,6,5,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,30,0,0,30,Harrison,Barnes,16,4,1,26,SAC,0
14056761,0,1,1,0.5,2,1,0.25,4,1,1.0,2,2,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,16,2,2,38017688,Keegan,Murray,5,3,1,26,SAC,0
14056762,8,0,5,0.0,0,0,0.5,8,4,0.6666667,3,2,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,31,5,4,406,Domantas,Sabonis,10,10,0,26,SAC,5
14056763,3,0,0,0.25,8,2,0.4,10,4,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,23,0,1,221,Kevin,Huerter,10,0,0,26,SAC,0
14056764,0,0,2,0.16666667,12,2,0.2777778,18,5,0.5,4,2,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,29,0,1,161,De'Aaron,Fox,14,2,1,26,SAC,2
14056765,0,0,2,0.0,2,0,0.0,2,0,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,08,0,1,17896030,Chris,Duarte,0,2,0,26,SAC,0
14056769,8,0,0,0.0,2,0,0.0,2,0,1.0,2,2,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,19,0,1,17553994,Davion,Mitchell,2,0,0,26,SAC,1
14056770,5,0,0,0.33333334,6,2,0.27272728,11,3,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,24,0,2,324,Malik,Monk,8,0,0,26,SAC,1
14056751,4,0,6,0.2,5,1,0.45454547,11,5,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,26,1,2,3547293,Naji,Marshall,11,7,1,19,NOP,3
14056752,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,00,0,0,340,Larry,Nance Jr.,0,0,0,19,NOP,0
14056753,1,0,2,0.0,1,0,0.25,4,1,1.0,2,2,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,12,3,1,17896021,Jeremiah,Robinson-Earl,4,5,0,19,NOP,0
14056754,2,0,6,0.0,1,0,0.5714286,7,4,0.25,4,1,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,23,3,2,491,Cody,Zeller,9,9,0,19,NOP,1
14056755,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,00,0,0,38017663,E.J.,Liddell,0,0,0,19,NOP,0
14056756,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,00,0,0,303,CJ,McCollum,0,0,0,19,NOP,0
14056757,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,00,0,0,18677986,Trey,Murphy III,0,0,0,19,NOP,0
14056758,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,00,0,0,17896017,Matt,Ryan,0,0,0,19,NOP,0
14056759,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,00,0,0,38017726,Dereon,Seabron,0,0,0,19,NOP,0
14056772,2,1,3,0.0,1,0,0.6666667,3,2,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,12,0,1,56677862,Jalen,Slawson,4,3,0,26,SAC,1
14056773,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,00,0,0,4197162,Aleksandar,Vezenkov,0,0,0,26,SAC,0
14056774,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,00,0,0,38017714,Keon,Ellis,0,0,0,26,SAC,0
14056775,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,00,0,0,17895990,Jordan,Ford,0,0,0,26,SAC,0
14056776,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,00,0,0,273,Alex,Len,0,0,0,26,SAC,0
14056777,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,00,0,0,290,Trey,Lyles,0,0,0,26,SAC,0
14056768,1,2,5,0.0,0,0,0.6666667,6,4,0.5,4,2,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,13,2,3,306,JaVale,McGee,10,7,0,26,SAC,3
14056767,0,0,1,0.0,2,0,0.5,8,4,0.0,1,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,14,0,2,56677845,Colby,Jones,8,1,1,26,SAC,0
14056766,0,1,4,0.25,4,1,0.25,4,1,0.0,0,0,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,15,0,2,17896044,Kessler,Edwards,3,4,0,26,SAC,0
14056771,0,0,0,0.0,0,0,0.5,2,1,0.5,2,1,1037791,2023-11-20T00:00:00.000Z,19,129,26,93,06,0,1,17895941,Filip,Petrusev,3,0,0,26,SAC,0
14056601,5,0,8,0.25,8,2,0.5625,16,9,0.5,4,2,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,32,2,2,666682,Keldon,Johnson,22,10,1,27,SAS,1
14056602,4,2,3,0.0,4,0,0.33333334,12,4,1.0,1,1,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,26,0,1,56677822,Victor,Wembanyama,9,3,0,27,SAS,2
14056603,0,0,3,0.2,5,1,0.36363637,11,4,0.75,4,3,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,28,0,1,102,Zach,Collins,12,3,2,27,SAS,2
14056604,1,1,3,0.2,5,1,0.2857143,7,2,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,23,1,2,38017649,Julian,Champagnie,5,4,1,27,SAS,1
14056605,1,0,6,0.0,3,0,0.25,12,3,1.0,2,2,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,29,2,1,38017699,Jeremy,Sochan,8,8,0,27,SAS,1
14056606,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,00,0,0,38017730,Dominick,Barlow,0,0,0,27,SAS,0
14056607,3,4,8,0.0,0,0,0.33333334,3,1,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,18,4,2,17895854,Charles,Bassey,2,12,0,27,SAS,3
14056608,1,0,0,0.6666667,3,2,0.6666667,6,4,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,21,0,2,38017692,Malaki,Branham,10,0,0,27,SAS,2
14056609,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,04,0,0,56677817,Sidy,Cissoko,0,0,0,27,SAS,1
14056610,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,00,0,0,180,Devonte',Graham,0,0,0,27,SAS,0
14056611,5,0,0,0.33333334,3,1,0.4,10,4,1.0,2,2,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,23,2,1,3547274,Tre,Jones,11,2,0,27,SAS,3
14056612,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,00,0,0,17896059,Sandro,Mamukelashvili,0,0,0,27,SAS,0
14056628,2,0,4,1.0,1,1,0.8,10,8,1.0,2,2,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,22,3,4,439,Daniel,Theis,19,7,1,13,LAC,1
14056629,0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,16,0,2,450,PJ,Tucker,0,5,0,13,LAC,0
14056630,6,0,2,0.0,1,0,0.36363637,11,4,0.5,4,2,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,25,0,1,472,Russell,Westbrook,10,2,3,13,LAC,0
14056631,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,00,0,0,17896022,Brandon,Boston Jr.,0,0,0,13,LAC,0
14056632,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,00,0,0,56677849,Kobe,Brown,0,0,0,13,LAC,0
14056633,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,00,0,0,56677856,Jordan,Miller,0,0,0,13,LAC,0
14056634,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,00,0,0,24417679,Xavier,Moon,0,0,0,13,LAC,0
14056635,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,00,0,0,371,Mason,Plumlee,0,0,0,13,LAC,0
14056636,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,00,0,0,17896051,Joshua,Primo,0,0,0,13,LAC,0
14056620,6,0,5,0.5,8,4,0.6875,16,11,1.0,2,2,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,32,0,1,172,Paul,George,28,5,1,13,LAC,2
14056621,0,1,9,0.0,0,0,0.6,5,3,1.0,2,2,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,22,2,0,493,Ivica,Zubac,8,11,0,13,LAC,1
14056622,2,0,6,0.0,4,0,0.0,6,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,25,0,0,666743,Terance,Mann,0,6,3,13,LAC,1
14056623,10,0,2,0.25,8,2,0.33333334,12,4,1.0,3,3,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,28,1,2,192,James,Harden,13,3,2,13,LAC,0
14056624,0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,04,0,0,666511,Amir,Coffey,0,0,0,13,LAC,0
14056625,0,0,0,0.0,0,0,0.5,2,1,0.5,2,1,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,04,2,0,38017725,Moussa,Diabate,3,2,2,13,LAC,0
14056626,1,0,1,0.5,2,1,0.33333334,3,1,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,04,0,0,17896031,Nah'Shon,Hyland,3,1,0,13,LAC,1
14056627,0,1,5,0.33333334,6,2,0.41666666,12,5,1.0,7,7,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,30,0,0,380,Norman,Powell,19,5,2,13,LAC,1
14056613,2,0,2,0.33333334,3,1,0.33333334,3,1,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,14,0,1,305,Doug,McDermott,3,2,0,27,SAS,0
14056614,1,0,3,0.6666667,3,2,0.7777778,9,7,1.0,1,1,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,22,1,4,359,Cedi,Osman,17,4,0,27,SAS,0
14056615,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,00,0,0,56677870,Sir'Jabari,Rice,0,0,0,27,SAS,0
14056616,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,00,0,0,56677865,Charles,Bediako,0,0,0,27,SAS,0
14056617,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,00,0,0,3547246,Devin,Vassell,0,0,0,27,SAS,0
14056618,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,00,0,0,38017693,Blake,Wesley,0,0,0,27,SAS,0
14056619,3,0,2,0.33333334,6,2,0.47058824,17,8,1.0,3,3,1037792,2023-11-20T00:00:00.000Z,27,99,13,124,28,2,0,274,Kawhi,Leonard,21,4,1,13,LAC,0
14059599,3,0,3,0.45454547,11,5,0.4375,16,7,1.0,1,1,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,31,0,1,443,Klay,Thompson,20,3,0,10,GSW,1
14059600,1,0,3,0.6666667,3,2,0.3,10,3,1.0,4,4,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,30,4,2,475,Andrew,Wiggins,12,7,0,10,GSW,0
14059601,3,0,4,0.0,0,0,0.5,4,2,0.75,4,3,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,22,1,3,282,Kevon,Looney,7,5,0,10,GSW,0
14059602,12,0,5,0.6,5,3,0.5714286,7,4,1.0,4,4,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,34,1,4,367,Chris,Paul,15,6,2,10,GSW,1
14059603,1,0,5,0.5555556,9,5,0.5714286,14,8,0.9166667,12,11,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,35,0,2,115,Stephen,Curry,32,5,0,10,GSW,4
14059604,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,185,Draymond,Green,0,0,0,10,GSW,0
14059605,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,04,0,0,56677799,Trayce,Jackson-Davis,0,0,0,10,GSW,0
14059606,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,251,Cory,Joseph,0,0,0,10,GSW,0
14059607,1,0,3,0.33333334,3,1,0.42857143,7,3,0.0,2,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,18,0,3,17553979,Jonathan,Kuminga,7,3,0,10,GSW,1
14059608,0,0,2,0.33333334,3,1,0.42857143,7,3,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,22,2,2,17553992,Moses,Moody,7,4,0,10,GSW,0
14059609,3,0,5,0.5,2,1,0.5,2,1,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,18,0,2,56677858,Brandin,Podziemski,3,5,0,10,GSW,0
14059610,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,57875092,Gui,Santos,0,0,0,10,GSW,0
14059611,2,1,5,0.42857143,7,3,0.5,10,5,0.8333333,6,5,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,26,0,2,407,Dario,Saric,18,5,1,10,GSW,1
14059612,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,17896070,Usman,Garuba,0,0,0,10,GSW,0
14059613,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,2189,Gary,Payton II,0,0,0,10,GSW,0
14059614,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,45658838,Lester,Quinones,0,0,0,10,GSW,0
14059615,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,398,Jerome,Robinson,0,0,0,10,GSW,0
14059616,2,0,2,0.4,5,2,0.46153846,13,6,1.0,2,2,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,31,2,5,66,Dillon,Brooks,16,4,0,11,HOU,1
14059617,2,2,7,0.2,5,1,0.5833333,12,7,1.0,2,2,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,32,2,4,38017684,Jabari,Smith Jr.,17,9,1,11,HOU,2
14059618,5,1,6,0.6666667,3,2,0.5652174,23,13,0.4,5,2,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,37,7,4,17896062,Alperen,Sengun,30,13,1,11,HOU,3
14059619,2,0,3,0.22222222,9,2,0.4,15,6,1.0,2,2,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,24,0,3,17895966,Jalen,Green,16,3,0,11,HOU,1
14059620,14,0,5,0.125,8,1,0.23076923,13,3,1.0,3,3,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,41,0,2,458,Fred,VanVleet,10,5,0,11,HOU,0
14059621,0,0,4,0.0,2,0,0.0,2,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,08,1,0,75,Reggie,Bullock,0,5,0,11,HOU,0
14059622,1,0,0,0.33333334,3,1,0.25,4,1,1.0,2,2,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,14,1,0,188,Jeff,Green,5,1,0,11,HOU,0
14059623,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,3547281,Nate,Hinton,0,0,0,11,HOU,0
14059624,1,0,4,0.75,4,3,0.8,5,4,0.6666667,3,2,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,28,0,3,213,Aaron,Holiday,13,4,4,11,HOU,0
14059625,0,0,1,0.0,0,0,0.0,1,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,04,0,0,19465326,Jock,Landale,0,1,0,11,HOU,0
14059626,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,296,Boban,Marjanovic,0,0,0,11,HOU,0
14059627,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,56677809,Jermaine,Samuels Jr.,0,0,0,11,HOU,0
14059628,1,0,1,0.5,2,1,0.5714286,7,4,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,21,2,3,3547301,Jae'Sean,Tate,9,3,0,11,HOU,1
14059629,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,56677831,Cam,Whitmore,0,0,0,11,HOU,0
14059630,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,38017695,Tari,Eason,0,0,0,11,HOU,0
14059631,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,357,Victor,Oladipo,0,0,0,11,HOU,0
14059632,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,56677825,Amen,Thompson,0,0,0,11,HOU,0
14059633,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1037793,2023-11-20T00:00:00.000Z,10,121,11,116,00,0,0,47738533,Jeenathan,Williams,0,0,0,11,HOU,0
